# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;9
# predict;GDP252
# prediction_type;rolling
# method; GFSM_(n_components=8)
"GDP252";"HSBR";"FYFF";"FYGT5";"Sfygt10";"GDP285A";"MSONDQ";"FYBAAC";"Sfygt1"
54.962;1697.66666666667;9.46;11.4233333333333;2.48666666666667;92.864;22.8226666666667;13.5266666666667;1.15666666666667
55.829;1670.33333333333;9.43;11.41;2.88666666666667;92.277;24.2;13.6066666666667;1.15333333333333
56.31;1842.66666666667;9.68666666666667;11.6433333333333;2.77333333333333;92.555;26.5256666666667;13.7433333333333;1.00666666666667
57.117;1777;10.5566666666667;13.0066666666667;3.40333333333333;93.071;26.906;14.7;1.75
57.558;1552.66666666667;11.39;12.8266666666667;2.54666666666667;91.413;26.302;14.71;1.49
58.317;1586.33333333333;9.26666666666667;11.4866666666667;2.94;90.278;25.8303333333333;13.6066666666667;1.21333333333333
59.297;1683;8.47666666666667;11.1933333333333;3.4;88.135;27.334;13.3933333333333;1.20666666666667
59.836;1696.33333333333;7.92333333333333;10.3166666666667;3.35333333333333;88.502;25.786;13.02;1.00666666666667
60.971;1807;7.9;9.77333333333333;3.23;88.43;26.9786666666667;12.47;0.886666666666667
61.109;1743;8.10333333333333;9.23333333333333;2.59333333333333;90.185;27.2266666666667;11.9766666666667;0.686666666666667
61.619;1798;7.82666666666667;8.16;1.66;90.383;26.5643333333333;11.0166666666667;0.56
62.272;1815;6.92;7.40333333333333;1.46333333333333;87.61;25.0266666666667;10.2733333333333;0.466666666666667
63.352;1730.66666666667;6.20666666666667;6.92666666666667;1.78333333333333;88.213;24.9026666666667;10.18;0.466666666666667
63.755;1740.66666666667;6.26666666666667;6.75333333333333;1.91;89.278;26.2683333333333;10.0933333333333;0.443333333333333
63.783;1694.33333333333;6.22;6.74;1.65666666666667;91.616;25.415;9.66;0.386666666666667
64.655;1541;6.65;7.95;2.68666666666667;93.994;27.5656666666667;10.3566666666667;1.11
65.381;1513.66666666667;6.84333333333333;8.42333333333333;2.83333333333333;94.952;27.7323333333333;10.9066666666667;1.08333333333333
65.541;1416.33333333333;6.91666666666667;8.62666666666667;3.26;96.441;29.068;11.38;1.37666666666667
66.632;1402.33333333333;6.66333333333333;7.90666666666667;2.69333333333333;97.787;31.356;10.7533333333333;1.05666666666667
67.109;1452.66666666667;7.15666666666667;8.42;2.7;99.544;30.3556666666667;10.98;1.09
67.669;1445;7.98333333333333;8.76333333333333;2.09;98.468;33.5273333333333;11.0733333333333;0.993333333333333
68.463;1508.33333333333;8.47;8.79666666666667;1.23;99.296;32.695;10.5133333333333;0.8
68.718;1354.33333333333;9.44333333333333;9.31;0.666666666666667;100.878;33.356;10.6433333333333;0.75
69.042;1359.66666666667;9.72666666666667;8.83333333333333;0.363333333333333;101.964;33.061;10.3666666666667;0.516666666666667
69.699;1310.33333333333;9.08333333333333;8.03;0.263333333333333;100.203;31.505;9.88666666666667;0.253333333333333
70.018;1377;8.61333333333333;7.84333333333333;0.253333333333333;100.732;32.6453333333333;9.81333333333333;0.173333333333333
70.587;1441;8.25;8.38;0.663333333333333;102.244;32.5023333333333;10.09701;0.366666666666667
70.822;1103.66666666667;8.24333333333333;8.64666666666667;0.93;100.461;30.3893333333333;10.3111133333333;0.526666666666667
71.113;1041;8.16;8.42666666666667;1.22666666666667;103.404;31.834;10.4145566666667;0.35
70.604;909;7.74333333333333;8.02666666666667;1.40666666666667;109.194;32.8003333333333;10.5986966666667;0.313333333333333
70.304;850;6.42666666666667;7.64666666666667;1.99333333333333;105.904;30.132;10.20326;0.413333333333333
70.918;957;5.86333333333333;7.78;2.57;103.057;25.7326666666667;9.92263633333333;0.683333333333333
71.225;963.666666666667;5.64333333333333;7.49333333333333;2.56333333333333;101.839;29.687;9.68483333333333;0.51
71.163;1012;4.81666666666667;6.56;2.80666666666667;102.881;27.873;9.40026966666667;0.326666666666667
72.336;1101.66666666667;4.02333333333333;6.59;3.41;102.407;29.1143333333333;9.201196;0.463333333333333
72.752;1055.66666666667;3.77;6.65;3.69666666666667;103.031;31.1473333333333;9.12891;0.54
73.476;1092.66666666667;3.25666666666667;5.60666666666667;3.53333333333333;104.616;29.706;8.702114;0.333333333333333
74.33;1142;3.03666666666667;5.90666666666667;3.67333333333333;104.156;30.1923333333333;8.87016666666667;0.493333333333333
74.596;1127;3.04;5.48333333333333;3.32;102.621;29.7223333333333;8.40194533333333;0.446666666666667
75.257;1115.33333333333;3;5.18333333333333;3.02333333333333;103.369;31.054;8.14134033333333;0.413333333333333
76.079;1218.33333333333;3.06;4.95;2.61333333333333;102.47;31.3646666666667;7.62341266666667;0.42
76.757;1368.33333333333;2.99;4.97333333333333;2.54666666666667;102.226;31.795;7.552619;0.466666666666667
77.608;1333.66666666667;3.21333333333333;5.47666666666667;2.82333333333333;101.694;31.9526666666667;7.847446;0.666666666666667
78.167;1381.66666666667;3.94;6.66666666666667;3.09666666666667;102.996;33.476;8.59805633333333;1.14666666666667
78.727;1374.66666666667;4.48666666666667;6.95666666666667;2.85666666666667;104.675;34.1466666666667;8.84038666666667;1.12333333333333
79.514;1377.66666666667;5.16666666666667;7.63333333333333;2.55666666666667;105.171;35.2636666666667;9.20777766666667;1.31666666666667
79.64;1254;5.81;7.39333333333333;1.74666666666667;105.618;35.829;8.877768;0.99
80.299;1278.33333333333;6.02;6.4;1.02333333333333;107.465;36.3186666666667;8.23419466666667;0.373333333333333
80.999;1387;5.79666666666667;6.08333333333333;0.956666666666667;106.736;37.3483333333333;8.05534766666667;0.286666666666667
81.552;1424;5.72;5.68666666666667;0.633333333333333;105.828;39.7153333333333;7.641754;0.183333333333333
82.271;1414.66666666667;5.36333333333333;5.57;0.98;105.411;38.967;7.709533;0.193333333333333
83.167;1449.66666666667;5.24333333333333;6.49;1.7;104.95;38.455;8.29787866666667;0.643333333333333
83.697;1418.33333333333;5.30666666666667;6.54333333333333;1.68333333333333;103.787;39.0296666666667;8.29121233333333;0.686666666666667
84.394;1393.66666666667;5.28;6.10333333333333;1.36666666666667;103.968;39.2136666666667;7.91643866666667;0.503333333333333
85.306;1421;5.27666666666667;6.35666666666667;1.50333333333333;102.763;40.8886666666667;8.073178;0.586666666666667
85.703;1412.33333333333;5.52333333333333;6.57;1.65;100.819;42.0413333333333;8.186717;0.803333333333333
87.11;1461;5.53333333333333;6.13;1.19666666666667;100.165;45.2016666666667;7.75893233333333;0.493333333333333
88.011;1474.66666666667;5.50666666666667;5.83333333333333;0.816666666666667;99.516;47.387;7.438872;0.393333333333333
88.982;1602.33333333333;5.52;5.50666666666667;0.533333333333333;96.72;44.7053333333333;7.25730233333333;0.26
90.395;1550.66666666667;5.5;5.58666666666667;0.62;95.664;45.879;7.25402233333333;0.433333333333333
91.487;1613.66666666667;5.53333333333333;5.11666666666667;0.38;94.515;45.8486666666667;7.12683966666667;0.27
92.721;1711;4.86;4.39;0.416666666666667;94.513;44.015;7.24888;0.136666666666667
93.648;1705.66666666667;4.73333333333333;4.88333333333333;0.576666666666667;94.023;45.4643333333333;7.403585;0.256666666666667
95.108;1647.33333333333;4.74666666666667;5.44333333333333;1.08666666666667;95.268;45.38;7.738697;0.426666666666667
96.103;1634.66666666667;5.09333333333333;5.77333333333333;1.23333333333333;96.634;48.5343333333333;8.10152233333333;0.51
97.291;1668;5.30666666666667;6.06333333333333;1.09666666666667;97.914;48.143;8.238107;0.563333333333333
98.841;1690;5.67666666666667;6.58666666666667;0.96;99.321;47.7786666666667;8.32896366666667;0.666666666666667
99.465;1570.66666666667;6.27333333333333;6.41666666666667;0.463333333333333;99.487;51.1323333333333;8.59494433333333;0.503333333333333
100.424;1554.66666666667;6.52;6.05666666666667;-0.123333333333333;100.506;51.0006666666667;8.31590566666667;0.113333333333333
101.27;1578;6.47333333333333;5.55;-0.45;100.686;49.319;8.21449233333333;-0.116666666666667
101.687;1671.33333333333;5.59333333333333;4.79666666666667;0.233333333333333;99.926;46.3393333333333;7.88211533333333;-0.22
101.942;1652.33333333333;4.32666666666667;4.83333333333333;1.61;98.416;43.0956666666667;8.03836;0.12
102.391;1592.66666666667;3.49666666666667;4.48333333333333;1.81;97.089;39.775;7.948781;0.133333333333333
104.128;1632.33333333333;2.13333333333333;4.09;2.86333333333333;94.556;37.681;7.92274633333333;0.336666666666667
104.494;1714.33333333333;1.73333333333333;4.46;3.35333333333333;94.146;36.471;7.95535;0.596666666666667
105.106;1714.33333333333;1.75;4.44333333333333;3.38333333333333;96.474;37.108;8.02348466666667;0.626666666666667
105.695;1745.33333333333;1.74;3.34666666666667;2.61666666666667;97.304;38.6703333333333;7.62518166666667;0.17
106.066;1822;1.44333333333333;3.01;2.67333333333333;97.441;37.1776666666667;7.59985833333333;0.196666666666667
106.611;1806.33333333333;1.25;2.91;2.76333333333333;100.078;36.9593333333333;7.11783633333333;0.143333333333333
107.566;1837.66666666667;1.24666666666667;2.57333333333333;2.58;99.093;37.6426666666667;6.47380933333333;0.113333333333333
109.103;1937.33333333333;1.01666666666667;3.14;3.30333333333333;99.734;38.0596666666667;6.80608966666667;0.293333333333333
109.718;1972.33333333333;0.996666666666667;3.25;3.37;99.836;38.9443333333333;6.66228966666667;0.383333333333333
110.917;1994.66666666667;1.00333333333333;2.99333333333333;3.10333333333333;102.047;37.875;6.27387033333333;0.306666666666667
111.59;2080;1.01;3.72333333333333;3.52333333333333;103.872;38.68;6.663286;0.7
112.555;2069.66666666667;1.43333333333333;3.50666666666667;2.81666666666667;105.212;40.8056666666667;6.451378;0.593333333333333
113.724;2086;1.95;3.49333333333333;2.16666666666667;106.973;40.6336666666667;6.187212;0.46
114.217;2105;2.47;3.88333333333333;1.76;107.582;40.7823333333333;5.96473266666667;0.526666666666667
115.239;2137.66666666667;2.94333333333333;3.87333333333333;1.29666666666667;110.096;45.9153333333333;5.97114;0.473333333333333
116.303;2228.33333333333;3.46;4.03666666666667;0.853333333333333;112.84;44.045;5.98124066666667;0.426666666666667
116.701;2169.33333333333;3.98;4.39;0.663333333333333;114.098;50.5473333333333;6.33631733333333;0.46
117.925;2157;4.45666666666667;4.54666666666667;0.176666666666667;113.796;47.6833333333333;6.30610133333333;0.24
118.737;1923.33333333333;4.90666666666667;4.99;0.366666666666667;116.619;48.0426666666667;6.73517533333333;0.316666666666667
119.393;1713.33333333333;5.24666666666667;4.84333333333333;-0.01;118.055;49.9126666666667;6.59342033333333;0.183333333333333
120.485;1581;5.24666666666667;4.6;-0.273333333333333;115.258;49.6456666666667;6.28219866666667;0.0833333333333333
121.631;1581;5.25666666666667;4.64666666666667;-0.303333333333333;115.514;47.5853333333333;6.29545766666667;0.0266666666666667
122.226;1481.33333333333;5.25;4.76333333333333;0.11;119.05;50.624;6.491977;0.196666666666667
122.838;1335.33333333333;5.07333333333333;4.50333333333333;0.426666666666667;121.2;50.1133333333333;6.63222;0.22
123.13;1160;4.49666666666667;3.78666666666667;0.87;124.907;50.203;6.507129;0.23
123.395;988.333333333333;3.17666666666667;2.74666666666667;1.62;128.722;49.0773333333333;6.751484;0.0566666666666667
123.77;1032.66666666667;2.08666666666667;3.16;2.26;137.136;47.7586666666667;6.99;0.446666666666667
122.572;866.333333333333;1.94;3.10666666666667;2.37;140.189;45.4656666666667;7.20666666666667;0.63
121.235;630.666666666667;0.506666666666667;2.18;2.95666666666667;124.747;37.875;8.84333333333333;0.696666666666667
